bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Would you like a morning or afternoon appointment?,What times are available?,Either is fine.,After school would help.,Morning is better for me.,"Afternoon, please."
"In your own words, what brings you in today?",I think I may have caught a cold.,I feel worse when I exercise.,My throat has been sore.,I need advice about sleeping better.,I’ve had a rash since after lunch.
Is it okay if I check your throat?,"Okay, please go ahead.","Yes, but please be gentle.","I feel a bit nervous, but okay.",Can you explain first?,"Yes, that’s fine."
"If you disagree with advice, how can you say that politely?",Can you explain why that is best?,Could we look at another option?,"I understand, but I’m worried about side effects.",Thank you. I need time to think.,I’d like a second opinion if possible.
Let’s plan a check-in. What works for you?,A message reminder would help.,Next week after school.,I can come on Friday.,Please text my parent the time.,Mornings are difficult.
Do I have your consent to proceed with the examination?,"Yes, please explain each step.",I’d like my parent present.,Can we wait one minute first?,"Yes, you have my consent.","I consent, but tell me if anything will hurt."
Do you feel ready to leave with a clear plan?,Yes. Thank you for explaining.,Yes. I’ll book the follow-up now.,"Yes, and I’ll message if anything changes.",Yes. I understand the next steps.,Almost—one more question about dosing.
Who came with you today?,My family.,My grandma.,My dad.,I came with Maya.,My mom.
Can you come back tomorrow?,"Yes, I can.",What time?,I need to ask my parents.,"Yes, after school.",Okay.
Please come back if it gets worse.,"Thank you, Doctor.",I will return if needed.,"Okay, I will tell my parents.",What counts as worse?,I understand.
Would you like a morning or afternoon appointment?,What times are available?,Morning is better for me.,Either is fine.,"Afternoon, please.",After school would help.
"In your own words, what brings you in today?",I need advice about sleeping better.,My foot has been sore.,I feel worse when I exercise.,I think I may have caught a cold.,I’ve had a cough since after lunch.
Is it okay if I check your throat?,"Okay, please go ahead.","Yes, but please be gentle.","Yes, that’s fine.","I feel a bit nervous, but okay.",Can you explain first?
"If you disagree with advice, how can you say that politely?",Thank you. I need time to think.,"I understand, but I’m worried about side effects.",Can you explain why that is best?,I’d like a second opinion if possible.,Could we look at another option?
Let’s plan a check-in. What works for you?,A message reminder would help.,I can come on Friday.,Please text my parent the time.,Next week after school.,Mornings are difficult.
Do I have your consent to proceed with the examination?,Can we wait one minute first?,"I consent, but tell me if anything will hurt.","Yes, please explain each step.",I’d like my parent present.,"Yes, you have my consent."
Do you feel ready to leave with a clear plan?,Almost—one more question about dosing.,Yes. I understand the next steps.,Yes. Thank you for explaining.,"Yes, and I’ll message if anything changes.",Yes. I’ll book the follow-up now.
Who came with you today?,I came with Yuki.,My family.,My mom.,My dad.,My grandma.
Can you come back tomorrow?,I need to ask my parents.,"Yes, I can.","Yes, after school.",What time?,Okay.
Please come back if it gets worse.,I understand.,"Thank you, Doctor.",What counts as worse?,I will return if needed.,"Okay, I will tell my parents."
Would you like a morning or afternoon appointment?,Either is fine.,Morning is better for me.,"Afternoon, please.",After school would help.,What times are available?
"In your own words, what brings you in today?",I think I may have caught a cold.,My back has been sore.,I’ve had a stomachache since after lunch.,I need advice about sleeping better.,I feel worse when I exercise.
Is it okay if I check your throat?,"Okay, please go ahead.","I feel a bit nervous, but okay.","Yes, but please be gentle.","Yes, that’s fine.",Can you explain first?
"If you disagree with advice, how can you say that politely?",Can you explain why that is best?,"I understand, but I’m worried about side effects.",I’d like a second opinion if possible.,Could we look at another option?,Thank you. I need time to think.
Let’s plan a check-in. What works for you?,A message reminder would help.,Please text my parent the time.,Mornings are difficult.,I can come on Friday.,Next week after school.
Do I have your consent to proceed with the examination?,I’d like my parent present.,"Yes, please explain each step.",Can we wait one minute first?,"Yes, you have my consent.","I consent, but tell me if anything will hurt."
Do you feel ready to leave with a clear plan?,Almost—one more question about dosing.,Yes. I’ll book the follow-up now.,Yes. Thank you for explaining.,"Yes, and I’ll message if anything changes.",Yes. I understand the next steps.
Who came with you today?,My mom.,My dad.,I came with Maya.,My grandma.,My family.
Can you come back tomorrow?,Okay.,I need to ask my parents.,"Yes, I can.","Yes, after school.",What time?
Please come back if it gets worse.,I understand.,"Thank you, Doctor.",What counts as worse?,"Okay, I will tell my parents.",I will return if needed.
Would you like a morning or afternoon appointment?,"Afternoon, please.",Morning is better for me.,What times are available?,Either is fine.,After school would help.
"In your own words, what brings you in today?",I’ve had ear pain since after lunch.,I need advice about sleeping better.,I feel worse when I exercise.,My ear has been sore.,I think I may have caught a cold.
Is it okay if I check your throat?,"Okay, please go ahead.","I feel a bit nervous, but okay.","Yes, but please be gentle.",Can you explain first?,"Yes, that’s fine."
"If you disagree with advice, how can you say that politely?",Could we look at another option?,Thank you. I need time to think.,"I understand, but I’m worried about side effects.",Can you explain why that is best?,I’d like a second opinion if possible.
Let’s plan a check-in. What works for you?,Mornings are difficult.,Please text my parent the time.,Next week after school.,A message reminder would help.,I can come on Friday.
Do I have your consent to proceed with the examination?,"I consent, but tell me if anything will hurt.","Yes, please explain each step.",I’d like my parent present.,"Yes, you have my consent.",Can we wait one minute first?
Do you feel ready to leave with a clear plan?,"Yes, and I’ll message if anything changes.",Yes. I understand the next steps.,Almost—one more question about dosing.,Yes. I’ll book the follow-up now.,Yes. Thank you for explaining.
Who came with you today?,I came with Yuki.,My dad.,My mom.,My grandma.,My family.
Can you come back tomorrow?,What time?,"Yes, after school.",I need to ask my parents.,Okay.,"Yes, I can."
Please come back if it gets worse.,What counts as worse?,I understand.,"Thank you, Doctor.","Okay, I will tell my parents.",I will return if needed.
Would you like a morning or afternoon appointment?,Either is fine.,"Afternoon, please.",After school would help.,Morning is better for me.,What times are available?
"In your own words, what brings you in today?",I feel worse when I exercise.,I need advice about sleeping better.,My head has been sore.,I’ve had a sore throat since after lunch.,I think I may have caught a cold.
Is it okay if I check your throat?,Can you explain first?,"Yes, that’s fine.","Okay, please go ahead.","I feel a bit nervous, but okay.","Yes, but please be gentle."
