bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Please summarize your main concern in one or two sentences.,My throat pain started after running.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.,"I’ve had a stomachache since since Monday, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",I had a high fever last night.,None that I noticed.,No chest pain or breathing trouble.,There’s a new rash on my arm.
Hello! How are you today?,I feel sick.,My tummy hurts.,I am fine.,I feel tired.,I am okay.
Does your ear hurt?,"Yes, it hurts here.",A little.,"No, it is okay.",It hurts when I move.,"Yes, my ear hurts."
How do you feel?,I feel okay.,I feel sick.,I feel sad.,I feel better.,I feel hot.
Does your tummy hurt?,No.,It hurts now.,A little.,Yes.,"Yes, after eating."
Can I look in your mouth?,I am ready.,Please be gentle.,Yes.,"Yes, Doctor.",Okay.
What is wrong today?,My hand hurts.,I feel sick.,I have dizziness.,I have had dizziness since since Monday.,I do not feel well.
When did it start?,Yesterday.,It started since Monday.,Last night.,Two days ago.,This morning.
Do you have a fever?,Maybe a little.,"Yes, since last night.","No, I do not.","Yes, I feel hot.",My mom checked. It was high.
Can you tell me more about your symptoms?,It is worse at night.,The pain comes and goes.,I also feel tired.,"I have a rash, and it started since Monday.",My foot hurts when I move.
Have you noticed any allergies?,I get itchy in spring.,Some foods make my tummy hurt.,I sneeze near dust.,I am not sure.,No known allergies.
What was your temperature this morning?,My mom said it was high.,"I felt hot, but we did not check.",It was normal.,I do not know the number.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.,My head pain started after running.,"I’ve had a fever since since Monday, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,There’s a new rash on my arm.,I had a high fever last night.,None that I noticed.
Hello! How are you today?,My tummy hurts.,I am fine.,I feel sick.,I feel tired.,I am okay.
Does your tummy hurt?,A little.,"No, it is okay.","Yes, my tummy hurts.","Yes, it hurts here.",It hurts when I move.
How do you feel?,I feel sick.,I feel hot.,I feel better.,I feel okay.,I feel sad.
Does your tummy hurt?,A little.,It hurts now.,Yes.,"Yes, after eating.",No.
Can I look in your mouth?,Yes.,I am ready.,Okay.,"Yes, Doctor.",Please be gentle.
What is wrong today?,My back hurts.,I have a headache.,I do not feel well.,I feel sick.,I have had a headache since since Monday.
When did it start?,It started since Monday.,Yesterday.,This morning.,Two days ago.,Last night.
Do you have a fever?,"Yes, I feel hot.","No, I do not.","Yes, since last night.",Maybe a little.,My mom checked. It was high.
Can you tell me more about your symptoms?,"I have a sore throat, and it started since Monday.",My chest hurts when I move.,It is worse at night.,The pain comes and goes.,I also feel tired.
Have you noticed any allergies?,Some foods make my tummy hurt.,I get itchy in spring.,No known allergies.,I am not sure.,I sneeze near dust.
What was your temperature this morning?,My mom said it was high.,It was 38 degrees.,It was normal.,I do not know the number.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,My foot pain started after running.,I’m here for a follow-up after last week’s visit.,"I’ve had a runny nose since since Monday, and it’s affecting my sleep.",I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,None that I noticed.,No chest pain or breathing trouble.,I had a high fever last night.
Hello! How are you today?,I feel tired.,I feel sick.,My tummy hurts.,I am okay.,I am fine.
Does your nose hurt?,"Yes, it hurts here.",A little.,"Yes, my nose hurts.",It hurts when I move.,"No, it is okay."
How do you feel?,I feel better.,I feel sick.,I feel hot.,I feel okay.,I feel sad.
Does your tummy hurt?,Yes.,"Yes, after eating.",A little.,It hurts now.,No.
Can I look in your mouth?,I am ready.,Yes.,"Yes, Doctor.",Please be gentle.,Okay.
What is wrong today?,My tooth hurts.,I have had dizziness since since Monday.,I feel sick.,I do not feel well.,I have dizziness.
When did it start?,Yesterday.,It started since Monday.,Last night.,Two days ago.,This morning.
Do you have a fever?,Maybe a little.,"Yes, since last night.","Yes, I feel hot.","No, I do not.",My mom checked. It was high.
Can you tell me more about your symptoms?,"I have a rash, and it started since Monday.",My knee hurts when I move.,It is worse at night.,I also feel tired.,The pain comes and goes.
Have you noticed any allergies?,I get itchy in spring.,I am not sure.,I sneeze near dust.,Some foods make my tummy hurt.,No known allergies.
What was your temperature this morning?,My mom said it was high.,I do not know the number.,"I felt hot, but we did not check.",It was 38 degrees.,It was normal.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,"I’ve had ear pain since since Monday, and it’s affecting my sleep.",My back pain started after running.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,None that I noticed.,No chest pain or breathing trouble.,I had a high fever last night.
Hello! How are you today?,I am fine.,I feel tired.,I am okay.,I feel sick.,My tummy hurts.
Does your hand hurt?,"Yes, it hurts here.",It hurts when I move.,A little.,"Yes, my hand hurts.","No, it is okay."
How do you feel?,I feel sick.,I feel okay.,I feel hot.,I feel sad.,I feel better.
Does your tummy hurt?,A little.,Yes.,No.,"Yes, after eating.",It hurts now.
Can I look in your mouth?,Please be gentle.,Yes.,Okay.,I am ready.,"Yes, Doctor."
What is wrong today?,I do not feel well.,My ear hurts.,I have had a headache since since Monday.,I feel sick.,I have a headache.
When did it start?,Yesterday.,Two days ago.,It started since Monday.,Last night.,This morning.
Do you have a fever?,"Yes, I feel hot.","No, I do not.",Maybe a little.,My mom checked. It was high.,"Yes, since last night."
Can you tell me more about your symptoms?,"I have a sore throat, and it started since Monday.",It is worse at night.,My eye hurts when I move.,I also feel tired.,The pain comes and goes.
Have you noticed any allergies?,No known allergies.,I am not sure.,I get itchy in spring.,Some foods make my tummy hurt.,I sneeze near dust.
What was your temperature this morning?,My mom said it was high.,"I felt hot, but we did not check.",It was normal.,It was 38 degrees.,I do not know the number.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,"I’ve had a runny nose since since Monday, and it’s affecting my sleep.",My tooth pain started after running.,I want to discuss allergy symptoms that keep returning.
Are there any red-flag symptoms I should know about?,No chest pain or breathing trouble.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",I had a high fever last night.,None that I noticed.
Hello! How are you today?,I feel sick.,I am okay.,My tummy hurts.,I am fine.,I feel tired.
Does your back hurt?,A little.,"No, it is okay.","Yes, it hurts here.",It hurts when I move.,"Yes, my back hurts."
How do you feel?,I feel hot.,I feel better.,I feel sad.,I feel okay.,I feel sick.
Does your tummy hurt?,"Yes, after eating.",Yes.,It hurts now.,No.,A little.
Can I look in your mouth?,Okay.,Yes.,"Yes, Doctor.",I am ready.,Please be gentle.
What is wrong today?,I do not feel well.,My head hurts.,I have had dizziness since since Monday.,I feel sick.,I have dizziness.
When did it start?,Two days ago.,Yesterday.,This morning.,It started since Monday.,Last night.
Do you have a fever?,Maybe a little.,"Yes, I feel hot.","Yes, since last night.",My mom checked. It was high.,"No, I do not."
Can you tell me more about your symptoms?,The pain comes and goes.,It is worse at night.,My throat hurts when I move.,I also feel tired.,"I have a rash, and it started since Monday."
Have you noticed any allergies?,I get itchy in spring.,I sneeze near dust.,I am not sure.,No known allergies.,Some foods make my tummy hurt.
What was your temperature this morning?,"I felt hot, but we did not check.",It was 38 degrees.,It was normal.,I do not know the number.,My mom said it was high.
Please summarize your main concern in one or two sentences.,My ear pain started after running.,I want to discuss allergy symptoms that keep returning.,"I’ve had ear pain since since Monday, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",None that I noticed.,I had a high fever last night.,No chest pain or breathing trouble.,There’s a new rash on my arm.
Hello! How are you today?,I am okay.,I feel sick.,I feel tired.,My tummy hurts.,I am fine.
Does your eye hurt?,"No, it is okay.",It hurts when I move.,"Yes, it hurts here.","Yes, my eye hurts.",A little.
How do you feel?,I feel sad.,I feel okay.,I feel hot.,I feel sick.,I feel better.
Does your tummy hurt?,A little.,Yes.,No.,It hurts now.,"Yes, after eating."
Can I look in your mouth?,I am ready.,Yes.,Okay.,Please be gentle.,"Yes, Doctor."
What is wrong today?,I have had a cough since after lunch.,I do not feel well.,I have a cough.,I feel sick.,My foot hurts.
When did it start?,This morning.,Yesterday.,It started after lunch.,Two days ago.,Last night.
Do you have a fever?,Maybe a little.,"No, I do not.",My mom checked. It was high.,"Yes, since last night.","Yes, I feel hot."
Can you tell me more about your symptoms?,My head hurts when I move.,The pain comes and goes.,I also feel tired.,"I have a sore throat, and it started after lunch.",It is worse at night.
Have you noticed any allergies?,I sneeze near dust.,I get itchy in spring.,I am not sure.,Some foods make my tummy hurt.,No known allergies.
What was your temperature this morning?,My mom said it was high.,I do not know the number.,"I felt hot, but we did not check.",It was 38 degrees.,It was normal.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.,"I’ve had a runny nose since after lunch, and it’s affecting my sleep.",My tummy pain started after running.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,None that I noticed.,No chest pain or breathing trouble.
