bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Please get this drops from the pharmacy.,How many times a day?,Thank you.,Okay.,Where is the pharmacy?,I understand.
Do you have any questions for me?,Should I stay home tomorrow?,How long should I take the drops?,Is it serious?,When can I go back to school?,Can I play sports this week?
Please take this drops twice a day after meals.,What if I miss a dose?,Twice a day after meals. Got it.,I understand. drops after meals.,For how many days?,Should I take it with water?
Did I explain that clearly?,I understand most of it.,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?,One part is still unclear.
Please confirm how you will take the drops.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.,Once at night with water.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.,Monitor temperature and sleep.,Return sooner if symptoms worsen.
This is drops. Can you take it?,Yes.,It tastes funny.,"With water, please.",Okay.,I can try.
Please drink more toast.,Thank you.,I will try.,Okay. I will drink toast.,How much should I drink?,"Yes, Doctor."
Are you allergic to any medicine?,My mom says no.,I do not know.,"No, I am not.","Yes, some medicine makes me itchy.",I need to check.
Please get this drops from the pharmacy.,Where is the pharmacy?,Thank you.,I understand.,Okay.,How many times a day?
Do you have any questions for me?,Should I stay home tomorrow?,Can I play sports this week?,How long should I take the drops?,Is it serious?,When can I go back to school?
Please take this drops twice a day after meals.,I understand. drops after meals.,Twice a day after meals. Got it.,Should I take it with water?,What if I miss a dose?,For how many days?
Did I explain that clearly?,One part is still unclear.,"Yes, thank you.",Yes. I can explain it back.,I understand most of it.,Could you repeat the medicine times?
Please confirm how you will take the drops.,Only if the pain is above mild.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Once at night with water.,I’ll read the label and follow the dose exactly.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,"Rest, hydrate, and take drops as directed.",Avoid intense exercise for a few days.,Monitor temperature and sleep.,Return sooner if symptoms worsen.
This is drops. Can you take it?,Okay.,I can try.,"With water, please.",Yes.,It tastes funny.
Please drink more toast.,I will try.,Thank you.,How much should I drink?,"Yes, Doctor.",Okay. I will drink toast.
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.",I do not know.,I need to check.,"No, I am not.",My mom says no.
Please get this drops from the pharmacy.,Okay.,How many times a day?,Thank you.,Where is the pharmacy?,I understand.
Do you have any questions for me?,When can I go back to school?,Should I stay home tomorrow?,Is it serious?,How long should I take the drops?,Can I play sports this week?
Please take this drops twice a day after meals.,For how many days?,What if I miss a dose?,I understand. drops after meals.,Should I take it with water?,Twice a day after meals. Got it.
Did I explain that clearly?,One part is still unclear.,I understand most of it.,Yes. I can explain it back.,Could you repeat the medicine times?,"Yes, thank you."
Please confirm how you will take the drops.,Once at night with water.,I’ll read the label and follow the dose exactly.,Only if the pain is above mild.,I’ll take the drops twice daily after meals.,"For five days, then stop unless advised."
Could you repeat the care plan in your own words?,Monitor temperature and sleep.,Avoid intense exercise for a few days.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Follow up if there’s no improvement in three days.
This is drops. Can you take it?,I can try.,Yes.,Okay.,"With water, please.",It tastes funny.
Please drink more tea.,I will try.,How much should I drink?,Thank you.,Okay. I will drink tea.,"Yes, Doctor."
Are you allergic to any medicine?,"No, I am not.",I need to check.,"Yes, some medicine makes me itchy.",I do not know.,My mom says no.
Please get this drops from the pharmacy.,Where is the pharmacy?,Okay.,Thank you.,How many times a day?,I understand.
Do you have any questions for me?,How long should I take the drops?,Should I stay home tomorrow?,Can I play sports this week?,Is it serious?,When can I go back to school?
Please take this drops twice a day after meals.,What if I miss a dose?,For how many days?,Twice a day after meals. Got it.,I understand. drops after meals.,Should I take it with water?
Did I explain that clearly?,"Yes, thank you.",One part is still unclear.,Yes. I can explain it back.,I understand most of it.,Could you repeat the medicine times?
Please confirm how you will take the drops.,"For five days, then stop unless advised.",Once at night with water.,I’ll take the drops twice daily after meals.,I’ll read the label and follow the dose exactly.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Return sooner if symptoms worsen.,"Rest, hydrate, and take drops as directed.",Monitor temperature and sleep.,Avoid intense exercise for a few days.
This is drops. Can you take it?,I can try.,Yes.,"With water, please.",Okay.,It tastes funny.
Please drink more tea.,Thank you.,How much should I drink?,I will try.,"Yes, Doctor.",Okay. I will drink tea.
Are you allergic to any medicine?,"No, I am not.",I do not know.,I need to check.,My mom says no.,"Yes, some medicine makes me itchy."
Please get this drops from the pharmacy.,Thank you.,How many times a day?,Okay.,Where is the pharmacy?,I understand.
Do you have any questions for me?,How long should I take the drops?,Is it serious?,Should I stay home tomorrow?,When can I go back to school?,Can I play sports this week?
Please take this drops twice a day after meals.,Should I take it with water?,Twice a day after meals. Got it.,For how many days?,I understand. drops after meals.,What if I miss a dose?
Did I explain that clearly?,One part is still unclear.,Yes. I can explain it back.,"Yes, thank you.",Could you repeat the medicine times?,I understand most of it.
Please confirm how you will take the drops.,I’ll take the drops twice daily after meals.,Only if the pain is above mild.,I’ll read the label and follow the dose exactly.,Once at night with water.,"For five days, then stop unless advised."
Could you repeat the care plan in your own words?,Follow up if there’s no improvement in three days.,Avoid intense exercise for a few days.,"Rest, hydrate, and take drops as directed.",Return sooner if symptoms worsen.,Monitor temperature and sleep.
This is drops. Can you take it?,"With water, please.",I can try.,Yes.,It tastes funny.,Okay.
Please drink more tea.,Thank you.,I will try.,How much should I drink?,Okay. I will drink tea.,"Yes, Doctor."
Are you allergic to any medicine?,"Yes, some medicine makes me itchy.","No, I am not.",My mom says no.,I do not know.,I need to check.
Please get this drops from the pharmacy.,How many times a day?,Thank you.,I understand.,Where is the pharmacy?,Okay.
Do you have any questions for me?,How long should I take the drops?,When can I go back to school?,Is it serious?,Should I stay home tomorrow?,Can I play sports this week?
Please take this drops twice a day after meals.,For how many days?,Should I take it with water?,Twice a day after meals. Got it.,I understand. drops after meals.,What if I miss a dose?
Did I explain that clearly?,Yes. I can explain it back.,Could you repeat the medicine times?,One part is still unclear.,"Yes, thank you.",I understand most of it.
Please confirm how you will take the drops.,I’ll read the label and follow the dose exactly.,Once at night with water.,"For five days, then stop unless advised.",I’ll take the drops twice daily after meals.,Only if the pain is above mild.
Could you repeat the care plan in your own words?,"Rest, hydrate, and take drops as directed.",Follow up if there’s no improvement in three days.,Monitor temperature and sleep.,Return sooner if symptoms worsen.,Avoid intense exercise for a few days.
This is drops. Can you take it?,Yes.,"With water, please.",It tastes funny.,Okay.,I can try.
Please drink more water.,How much should I drink?,I will try.,Thank you.,"Yes, Doctor.",Okay. I will drink water.
