bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Have you been feeling more stressed than usual?,"Not really, just tired from training.","I’m okay, but I could use advice.",Yes. Sleep has been difficult.,"A bit, especially with exams.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Sleep and energy.,Eating more regularly.,Managing dizziness.,Sports recovery.
Would you like to talk alone for a minute?,"Yes, that would help.","No, my parent can stay.",I’m fine either way.,Maybe later.,"Yes, please."
How have your mood and energy been this week?,I’ve felt anxious before school.,Lower than usual.,Mostly stable.,Up and down.,Better when I sleep enough.
What usually makes you feel stressed?,Not sleeping enough.,Arguments at home.,School deadlines.,Feeling behind in class.,Too many messages and notifications.
Who can you talk to when you feel low?,A close friend.,A school counselor.,I am still looking for someone.,A teacher I trust.,A trusted family member.
What helps you calm down?,Slow breathing.,A short walk.,Listening to quiet music.,Writing my thoughts down.,Talking to someone I trust.
How can you ask for support politely?,Would you have time to listen later?,I am struggling and need advice.,I need help with stress management.,Could I talk to you for a minute?,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,"A bit, especially with exams.","Not really, just tired from training.","I’m okay, but I could use advice.",Yes. Sleep has been difficult.,I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Managing a fever.,Anxiety before tests.,Eating more regularly.,Sports recovery.
Would you like to talk alone for a minute?,"No, my parent can stay.",Maybe later.,I’m fine either way.,"Yes, please.","Yes, that would help."
How have your mood and energy been this week?,Lower than usual.,Better when I sleep enough.,I’ve felt anxious before school.,Up and down.,Mostly stable.
What usually makes you feel stressed?,School deadlines.,Not sleeping enough.,Too many messages and notifications.,Feeling behind in class.,Arguments at home.
Who can you talk to when you feel low?,A teacher I trust.,A trusted family member.,A close friend.,A school counselor.,I am still looking for someone.
What helps you calm down?,Writing my thoughts down.,A short walk.,Slow breathing.,Listening to quiet music.,Talking to someone I trust.
How can you ask for support politely?,I need help with stress management.,I am struggling and need advice.,Would you have time to listen later?,Could I talk to you for a minute?,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"Not really, just tired from training.",I feel overwhelmed some days.,"A bit, especially with exams.","I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sports recovery.,Managing a sore throat.,Anxiety before tests.,Eating more regularly.,Sleep and energy.
Would you like to talk alone for a minute?,"No, my parent can stay.",Maybe later.,"Yes, please.",I’m fine either way.,"Yes, that would help."
How have your mood and energy been this week?,Mostly stable.,I’ve felt anxious before school.,Lower than usual.,Up and down.,Better when I sleep enough.
What usually makes you feel stressed?,School deadlines.,Feeling behind in class.,Not sleeping enough.,Too many messages and notifications.,Arguments at home.
Who can you talk to when you feel low?,A trusted family member.,A school counselor.,I am still looking for someone.,A close friend.,A teacher I trust.
What helps you calm down?,Listening to quiet music.,A short walk.,Slow breathing.,Writing my thoughts down.,Talking to someone I trust.
How can you ask for support politely?,I am struggling and need advice.,Would you have time to listen later?,I need help with stress management.,Can we discuss how I have been feeling?,Could I talk to you for a minute?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"A bit, especially with exams.","Not really, just tired from training.","I’m okay, but I could use advice.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Sports recovery.,Sleep and energy.,Managing an allergy.,Anxiety before tests.
Would you like to talk alone for a minute?,Maybe later.,"Yes, that would help.",I’m fine either way.,"Yes, please.","No, my parent can stay."
How have your mood and energy been this week?,I’ve felt anxious before school.,Up and down.,Lower than usual.,Mostly stable.,Better when I sleep enough.
What usually makes you feel stressed?,Feeling behind in class.,Too many messages and notifications.,School deadlines.,Arguments at home.,Not sleeping enough.
Who can you talk to when you feel low?,A teacher I trust.,A trusted family member.,A close friend.,A school counselor.,I am still looking for someone.
What helps you calm down?,Writing my thoughts down.,Talking to someone I trust.,Slow breathing.,A short walk.,Listening to quiet music.
How can you ask for support politely?,I need help with stress management.,Could I talk to you for a minute?,Would you have time to listen later?,I am struggling and need advice.,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"I’m okay, but I could use advice.","Not really, just tired from training.",I feel overwhelmed some days.,"A bit, especially with exams."
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Sports recovery.,Managing ear pain.,Sleep and energy.,Anxiety before tests.
Would you like to talk alone for a minute?,"Yes, that would help.",I’m fine either way.,Maybe later.,"No, my parent can stay.","Yes, please."
How have your mood and energy been this week?,I’ve felt anxious before school.,Mostly stable.,Lower than usual.,Up and down.,Better when I sleep enough.
What usually makes you feel stressed?,School deadlines.,Feeling behind in class.,Too many messages and notifications.,Arguments at home.,Not sleeping enough.
Who can you talk to when you feel low?,A school counselor.,A teacher I trust.,I am still looking for someone.,A close friend.,A trusted family member.
What helps you calm down?,Listening to quiet music.,Talking to someone I trust.,A short walk.,Slow breathing.,Writing my thoughts down.
How can you ask for support politely?,Could I talk to you for a minute?,I am struggling and need advice.,Can we discuss how I have been feeling?,Would you have time to listen later?,I need help with stress management.
Have you been feeling more stressed than usual?,"I’m okay, but I could use advice.",Yes. Sleep has been difficult.,I feel overwhelmed some days.,"A bit, especially with exams.","Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Sports recovery.,Sleep and energy.,Eating more regularly.,Managing a headache.,Anxiety before tests.
Would you like to talk alone for a minute?,"No, my parent can stay.","Yes, please.",Maybe later.,I’m fine either way.,"Yes, that would help."
How have your mood and energy been this week?,Better when I sleep enough.,Mostly stable.,I’ve felt anxious before school.,Lower than usual.,Up and down.
What usually makes you feel stressed?,School deadlines.,Not sleeping enough.,Arguments at home.,Too many messages and notifications.,Feeling behind in class.
Who can you talk to when you feel low?,A close friend.,A trusted family member.,A teacher I trust.,A school counselor.,I am still looking for someone.
