bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Do you think math is important?,"Yes, it is useful in daily life.","I think so, but it can be hard.",Yes. Math is important for my future.,"Yes, because it helps me learn.",Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Take deep breaths and stay calm.,You should review a little every day.,Ask the teacher if you need help.,Study with a friend.
Can you look after my bag for a minute?,Of course.,"Yes, leave it here.","Sure, I can look after it.",No problem.,Okay. I will watch it.
How is your group project going?,We will present it next week.,We finished the first part.,It is going well so far.,We still need more ideas.,"It is a bit difficult, but okay."
What should we do after school?,Let's play football.,We could get some snacks.,Why don't we go to the park?,Maybe we can walk in the park.,How about studying together?
What is Zoe like?,"Zoe is a bit quiet, but nice.",Zoe loves football.,Zoe is friendly and kind.,Zoe works hard at school.,Zoe is funny.
Have you ever visited Tokyo?,"Not yet, but I want to.",I hope I can visit Tokyo someday.,"No, I have never been there.","Yes, I went to Tokyo last year.","Yes, it was amazing."
The bus is late. What can we do?,We can take the next bus.,Let us call someone.,We can wait a few more minutes.,I can check the schedule on my phone.,Maybe we should walk.
Tell me about yourself.,Hi! I'm Ben. Nice to meet you.,My name is Eli. I am 11 years old.,I live in Tokyo.,I am a student. I like math.,"I am Eli, and I like football."
What did you do yesterday?,I helped my mom.,I played with my friends.,I studied math.,I watched a movie.,I went to the park.
What was your favorite class today?,I enjoyed English.,My favorite class was math.,PE was my favorite.,I liked math today.,Art was fun.
Why do you like football?,Because it is fun.,Because it helps me relax.,Because I can do it with friends.,Because I feel happy.,Because I am good at it.
"Which is bigger, a owl or a mouse?",A owl is bigger.,I think the owl is bigger.,The owl is bigger than a mouse.,The owl.,A mouse is smaller.
How do you feel today?,I feel happy.,I feel tired.,I am happy today.,"A little tired, but okay.",I feel great.
What are you going to do this weekend?,I will stay home and rest.,I will play football.,I am going to visit the park.,I am going to see my friends.,I am going to study.
Would you like some egg?,"No, thank you.",Maybe later.,"Yes, please.","Just a little, please.","Yes, I love egg."
Where is the library?,I can show you.,It is next to the school.,It is near the park.,Across from the supermarket.,Go straight and turn left.
Ana lost a bag. What can you say?,I can help you look.,Do not worry. We will find it.,Where did you last see it?,Was it in the classroom?,Let us ask the teacher.
What do you think about this story?,I like it a lot.,I think it is useful.,It looks interesting.,I think it is nice.,"It is okay, but not my favorite."
What time do you usually wake up?,Usually at half past six.,I get up early.,I wake up at eight on weekends.,I wake up at seven.,Around 7:00 in the morning.
What are your plans for this evening?,I am not sure yet.,I might visit the park.,I will finish my homework first.,I plan to rest and read.,I am going to run after dinner.
"If it rains tomorrow, what will you do?",I will study at home.,I will watch a movie indoors.,"If it rains, I will stay home.",I will take an umbrella.,I will call my friend instead.
Do you think math is important?,Not really. I prefer other subjects.,"Yes, it is useful in daily life.",Yes. Math is important for my future.,"I think so, but it can be hard.","Yes, because it helps me learn."
I feel nervous about the test. What should I do?,Take deep breaths and stay calm.,Try to sleep well tonight.,You should review a little every day.,Study with a friend.,Ask the teacher if you need help.
Can you look after my bag for a minute?,No problem.,Okay. I will watch it.,"Sure, I can look after it.","Yes, leave it here.",Of course.
How is your group project going?,We still need more ideas.,We finished the first part.,"It is a bit difficult, but okay.",We will present it next week.,It is going well so far.
What should we do after school?,Why don't we go to the park?,Maybe we can walk in the park.,How about studying together?,Let's play football.,We could get some snacks.
What is Lila like?,Lila is friendly and kind.,Lila is funny.,Lila loves football.,Lila works hard at school.,"Lila is a bit quiet, but nice."
Have you ever visited Tokyo?,"No, I have never been there.","Yes, I went to Tokyo last year.",I hope I can visit Tokyo someday.,"Not yet, but I want to.","Yes, it was amazing."
The bus is late. What can we do?,Let us call someone.,We can wait a few more minutes.,Maybe we should walk.,We can take the next bus.,I can check the schedule on my phone.
Tell me about yourself.,My name is Ben. I am 11 years old.,"I am Ben, and I like football.",I live in Tokyo.,I am a student. I like math.,Hi! I'm Sara. Nice to meet you.
What did you do yesterday?,I played with my friends.,I watched a movie.,I studied math.,I helped my mom.,I went to the park.
What was your favorite class today?,I liked math today.,My favorite class was math.,PE was my favorite.,I enjoyed English.,Art was fun.
Why do you like football?,Because I can do it with friends.,Because it helps me relax.,Because I am good at it.,Because I feel happy.,Because it is fun.
"Which is bigger, a owl or a mouse?",A owl is bigger.,The owl.,The owl is bigger than a mouse.,A mouse is smaller.,I think the owl is bigger.
How do you feel today?,"A little tired, but okay.",I feel happy.,I feel great.,I am happy today.,I feel tired.
What are you going to do this weekend?,I am going to study.,I am going to visit the park.,I will play football.,I will stay home and rest.,I am going to see my friends.
Would you like some egg?,"Yes, I love egg.","No, thank you.",Maybe later.,"Yes, please.","Just a little, please."
Where is the library?,I can show you.,Go straight and turn left.,It is near the park.,It is next to the school.,Across from the supermarket.
Noor lost a bag. What can you say?,Where did you last see it?,Was it in the classroom?,I can help you look.,Do not worry. We will find it.,Let us ask the teacher.
What do you think about this story?,I think it is useful.,I think it is nice.,I like it a lot.,"It is okay, but not my favorite.",It looks interesting.
What time do you usually wake up?,I wake up at seven.,I get up early.,I wake up at eight on weekends.,Usually at half past six.,Around 7:00 in the morning.
What are your plans for this evening?,I plan to rest and read.,I am going to run after dinner.,I might visit the park.,I will finish my homework first.,I am not sure yet.
"If it rains tomorrow, what will you do?",I will call my friend instead.,I will study at home.,I will take an umbrella.,"If it rains, I will stay home.",I will watch a movie indoors.
Do you think math is important?,"Yes, it is useful in daily life.",Yes. Math is important for my future.,Not really. I prefer other subjects.,"Yes, because it helps me learn.","I think so, but it can be hard."
I feel nervous about the test. What should I do?,You should review a little every day.,Take deep breaths and stay calm.,Try to sleep well tonight.,Ask the teacher if you need help.,Study with a friend.
Can you look after my bag for a minute?,Okay. I will watch it.,No problem.,"Yes, leave it here.",Of course.,"Sure, I can look after it."
How is your group project going?,We finished the first part.,We will present it next week.,"It is a bit difficult, but okay.",It is going well so far.,We still need more ideas.
What should we do after school?,How about studying together?,Let's play football.,Maybe we can walk in the park.,Why don't we go to the park?,We could get some snacks.
What is Lara like?,"Lara is a bit quiet, but nice.",Lara is funny.,Lara loves football.,Lara works hard at school.,Lara is friendly and kind.
Have you ever visited Tokyo?,"Not yet, but I want to.","Yes, it was amazing.","Yes, I went to Tokyo last year.","No, I have never been there.",I hope I can visit Tokyo someday.
The bus is late. What can we do?,I can check the schedule on my phone.,We can wait a few more minutes.,We can take the next bus.,Maybe we should walk.,Let us call someone.
Tell me about yourself.,I am a student. I like math.,Hi! I'm Noor. Nice to meet you.,My name is Luca. I am 11 years old.,"I am Luca, and I like football.",I live in Tokyo.
What did you do yesterday?,I played with my friends.,I watched a movie.,I studied math.,I went to the park.,I helped my mom.
What was your favorite class today?,Art was fun.,I liked math today.,I enjoyed English.,PE was my favorite.,My favorite class was math.
