bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
"If it rains tomorrow, what will you do?",I will take an umbrella.,I will call my friend instead.,"If it rains, I will stay home.",I will watch a movie indoors.,I will study at home.
Do you think math is important?,Not really. I prefer other subjects.,"Yes, because it helps me learn.","Yes, it is useful in daily life.","I think so, but it can be hard.",Yes. Math is important for my future.
I feel nervous about the test. What should I do?,Take deep breaths and stay calm.,Study with a friend.,Try to sleep well tonight.,Ask the teacher if you need help.,You should review a little every day.
Can you look after my bag for a minute?,"Yes, leave it here.",Of course.,No problem.,Okay. I will watch it.,"Sure, I can look after it."
How is your group project going?,We will present it next week.,We still need more ideas.,"It is a bit difficult, but okay.",It is going well so far.,We finished the first part.
What should we do after school?,We could get some snacks.,How about studying together?,Why don't we go to the park?,Maybe we can walk in the park.,Let's play football.
What is Theo like?,"Theo is a bit quiet, but nice.",Theo is funny.,Theo works hard at school.,Theo is friendly and kind.,Theo loves football.
Have you ever visited Tokyo?,"Not yet, but I want to.",I hope I can visit Tokyo someday.,"No, I have never been there.","Yes, I went to Tokyo last year.","Yes, it was amazing."
The bus is late. What can we do?,Maybe we should walk.,We can take the next bus.,I can check the schedule on my phone.,Let us call someone.,We can wait a few more minutes.
How was your weekend?,I practiced football most of the time.,Pretty good. I hung out with friends.,It was busy because of homework.,"Honestly, I needed more sleep.",Not bad. I watched a few shows.
What do you think about online classes?,I prefer face-to-face classes.,"They are convenient, but I miss real classrooms.",I like them when the lessons are clear.,It depends on the teacher and the subject.,"They can be useful, though distractions are a problem."
The homework was a piece of cake for me. What about you?,Not for me. I found it tricky.,I got most of it right.,I need to review a few parts again.,Same here. It was really easy.,It took me longer than I expected.
Exams are coming. How are you preparing?,I am starting with the hardest topics.,I made a revision timetable.,I study a little every evening.,I review notes and practice past papers.,I still need a better plan.
Why do you enjoy football?,I can meet people who like football too.,I feel more confident when I do it.,I have been doing it for years.,It gives me a break from screens.,It helps me relax after school.
Social media is mostly a waste of time. Do you agree?,"Yes, if people scroll all day.","I see your point, but it can also be useful.",I partly agree. It depends how you use it.,Not completely. There are educational accounts too.,I disagree. It helps me stay connected.
My group member is not doing any work. What should I say?,Explain what still needs to be finished.,"If it continues, tell the teacher.",You could talk to them politely first.,Ask if they need help with their part.,Suggest a clear deadline for each task.
What do you want to do after high school?,Maybe I will study in Tokyo.,I want to travel and then go to university.,I want to study to become a teacher.,I am still deciding.,I hope to find a job I really like.
Should students have less homework?,It depends on the subject.,I think projects are better than long worksheets.,"A little homework is fine, but not every night.",Yes. Quality matters more than quantity.,Students also need free time to rest.
Want to hang out later?,I can for about an hour.,"Not today, but tomorrow works.",Maybe after I finish math.,Sure. What time works for you?,Yes. Let’s meet at the café.
What are your plans for this evening?,I am going to run after dinner.,I am not sure yet.,I plan to rest and read.,I will finish my homework first.,I might visit the park.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will study at home.,I will call my friend instead.,"If it rains, I will stay home.",I will take an umbrella.
Do you think math is important?,"Yes, it is useful in daily life.","Yes, because it helps me learn.","I think so, but it can be hard.",Yes. Math is important for my future.,Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Take deep breaths and stay calm.,Study with a friend.,Ask the teacher if you need help.,You should review a little every day.
Can you look after my bag for a minute?,"Sure, I can look after it.",No problem.,"Yes, leave it here.",Of course.,Okay. I will watch it.
How is your group project going?,"It is a bit difficult, but okay.",We finished the first part.,It is going well so far.,We still need more ideas.,We will present it next week.
What should we do after school?,Why don't we go to the park?,Let's play football.,Maybe we can walk in the park.,How about studying together?,We could get some snacks.
What is Theo like?,Theo works hard at school.,"Theo is a bit quiet, but nice.",Theo is funny.,Theo is friendly and kind.,Theo loves football.
Have you ever visited Tokyo?,I hope I can visit Tokyo someday.,"Yes, I went to Tokyo last year.","No, I have never been there.","Yes, it was amazing.","Not yet, but I want to."
The bus is late. What can we do?,Let us call someone.,I can check the schedule on my phone.,We can wait a few more minutes.,We can take the next bus.,Maybe we should walk.
