bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Luca lost a bag. What can you say?,Let us ask the teacher.,Where did you last see it?,I can help you look.,Do not worry. We will find it.,Was it in the classroom?
What do you think about this story?,"It is okay, but not my favorite.",I think it is nice.,It looks interesting.,I like it a lot.,I think it is useful.
What time do you usually wake up?,Usually at half past six.,Around 7:00 in the morning.,I wake up at eight on weekends.,I get up early.,I wake up at seven.
Tell me about yourself.,My name is Hana. I am 9 years old.,I live in Tokyo.,I am a student. I like math.,Hi! I'm Ken. Nice to meet you.,"I am Hana, and I like football."
What did you do yesterday?,I studied math.,I went to the park.,I watched a movie.,I helped my mom.,I played with my friends.
What was your favorite class today?,I enjoyed geography.,Art was fun.,I liked math today.,PE was my favorite.,My favorite class was math.
Why do you like football?,Because it helps me relax.,Because I feel happy.,Because I am good at it.,Because I can do it with friends.,Because it is fun.
"Which is bigger, a kitten or a mouse?",A mouse is smaller.,The kitten is bigger than a mouse.,The kitten.,A kitten is bigger.,I think the kitten is bigger.
How do you feel today?,I am happy today.,I feel fine.,I feel great.,I feel happy.,"A little tired, but okay."
What are you going to do this weekend?,I will stay home and rest.,I am going to see my friends.,I will play football.,I am going to visit the park.,I am going to study.
Would you like some apple?,"Yes, I love apple.","Just a little, please.",Maybe later.,"No, thank you.","Yes, please."
Where is the library?,Across from the supermarket.,Go straight and turn left.,I can show you.,It is near the park.,It is next to the school.
Sam lost a bag. What can you say?,I can help you look.,Where did you last see it?,Let us ask the teacher.,Do not worry. We will find it.,Was it in the classroom?
What do you think about this story?,It looks interesting.,I think it is nice.,I think it is useful.,I like it a lot.,"It is okay, but not my favorite."
What time do you usually wake up?,I wake up at seven.,Usually at half past six.,I wake up at eight on weekends.,I get up early.,Around 7:00 in the morning.
Tell me about yourself.,Hi! I'm Eli. Nice to meet you.,"I am Lila, and I like football.",I am a student. I like math.,I live in Tokyo.,My name is Lila. I am 9 years old.
What did you do yesterday?,I studied math.,I played with my friends.,I watched a movie.,I went to the park.,I helped my mom.
What was your favorite class today?,I enjoyed geography.,PE was my favorite.,My favorite class was math.,Art was fun.,I liked math today.
Why do you like football?,Because I am good at it.,Because I feel happy.,Because it is fun.,Because it helps me relax.,Because I can do it with friends.
"Which is bigger, a kitten or a mouse?",The kitten.,The kitten is bigger than a mouse.,I think the kitten is bigger.,A kitten is bigger.,A mouse is smaller.
How do you feel today?,I feel fine.,"A little tired, but okay.",I am happy today.,I feel great.,I feel happy.
What are you going to do this weekend?,I am going to study.,I am going to visit the park.,I am going to see my friends.,I will stay home and rest.,I will play football.
Would you like some apple?,Maybe later.,"Yes, please.","Just a little, please.","No, thank you.","Yes, I love apple."
Where is the library?,It is near the park.,Across from the supermarket.,It is next to the school.,I can show you.,Go straight and turn left.
Omar lost a bag. What can you say?,Was it in the classroom?,Do not worry. We will find it.,Let us ask the teacher.,I can help you look.,Where did you last see it?
What do you think about this story?,I think it is nice.,I like it a lot.,I think it is useful.,It looks interesting.,"It is okay, but not my favorite."
What time do you usually wake up?,Usually at half past six.,I get up early.,I wake up at seven.,I wake up at eight on weekends.,Around 7:00 in the morning.
Tell me about yourself.,My name is Noor. I am 9 years old.,Hi! I'm Nico. Nice to meet you.,I live in Tokyo.,"I am Noor, and I like football.",I am a student. I like math.
What did you do yesterday?,I studied math.,I went to the park.,I helped my mom.,I watched a movie.,I played with my friends.
What was your favorite class today?,My favorite class was math.,PE was my favorite.,I enjoyed geography.,I liked math today.,Art was fun.
Why do you like football?,Because it is fun.,Because I can do it with friends.,Because it helps me relax.,Because I feel happy.,Because I am good at it.
"Which is bigger, a kitten or a mouse?",The kitten.,The kitten is bigger than a mouse.,I think the kitten is bigger.,A kitten is bigger.,A mouse is smaller.
How do you feel today?,I feel happy.,I feel great.,I feel fine.,"A little tired, but okay.",I am happy today.
What are you going to do this weekend?,I am going to visit the park.,I will stay home and rest.,I am going to study.,I am going to see my friends.,I will play football.
Would you like some apple?,"Yes, please.","Yes, I love apple.","No, thank you.","Just a little, please.",Maybe later.
Where is the library?,I can show you.,Across from the supermarket.,It is next to the school.,Go straight and turn left.,It is near the park.
Eli lost a bag. What can you say?,Was it in the classroom?,Let us ask the teacher.,Where did you last see it?,Do not worry. We will find it.,I can help you look.
What do you think about this story?,It looks interesting.,I like it a lot.,"It is okay, but not my favorite.",I think it is useful.,I think it is nice.
What time do you usually wake up?,I wake up at seven.,Around 7:00 in the morning.,I wake up at eight on weekends.,Usually at half past six.,I get up early.
Tell me about yourself.,I am a student. I like math.,I live in Tokyo.,My name is Leo. I am 9 years old.,Hi! I'm Lara. Nice to meet you.,"I am Leo, and I like football."
What did you do yesterday?,I went to the park.,I studied math.,I helped my mom.,I watched a movie.,I played with my friends.
What was your favorite class today?,I liked math today.,My favorite class was math.,PE was my favorite.,Art was fun.,I enjoyed geography.
Why do you like football?,Because it helps me relax.,Because I am good at it.,Because I can do it with friends.,Because it is fun.,Because I feel happy.
"Which is bigger, a kitten or a mouse?",I think the kitten is bigger.,A kitten is bigger.,The kitten.,A mouse is smaller.,The kitten is bigger than a mouse.
How do you feel today?,"A little tired, but okay.",I feel happy.,I feel fine.,I feel great.,I am happy today.
What are you going to do this weekend?,I will play football.,I am going to visit the park.,I will stay home and rest.,I am going to see my friends.,I am going to study.
Would you like some apple?,"Yes, I love apple.","No, thank you.","Yes, please.","Just a little, please.",Maybe later.
Where is the library?,I can show you.,It is next to the school.,Go straight and turn left.,Across from the supermarket.,It is near the park.
Theo lost a bag. What can you say?,Let us ask the teacher.,Do not worry. We will find it.,Where did you last see it?,I can help you look.,Was it in the classroom?
What do you think about this story?,I think it is useful.,I like it a lot.,It looks interesting.,"It is okay, but not my favorite.",I think it is nice.
What time do you usually wake up?,Around 7:00 in the morning.,I get up early.,I wake up at seven.,I wake up at eight on weekends.,Usually at half past six.
Tell me about yourself.,I am a student. I like math.,Hi! I'm Yuki. Nice to meet you.,I live in Tokyo.,My name is Yuki. I am 9 years old.,"I am Yuki, and I like football."
What did you do yesterday?,I went to the park.,I helped my mom.,I played with my friends.,I studied math.,I watched a movie.
What was your favorite class today?,I enjoyed geography.,I liked math today.,My favorite class was math.,PE was my favorite.,Art was fun.
Why do you like football?,Because I can do it with friends.,Because it helps me relax.,Because I am good at it.,Because it is fun.,Because I feel happy.
"Which is bigger, a lamb or a mouse?",A mouse is smaller.,The lamb.,I think the lamb is bigger.,The lamb is bigger than a mouse.,A lamb is bigger.
How do you feel today?,I feel great.,I feel fine.,I feel happy.,"A little tired, but okay.",I am happy today.
What are you going to do this weekend?,I will play football.,I am going to study.,I am going to see my friends.,I will stay home and rest.,I am going to visit the park.
Would you like some apple?,"Just a little, please.","Yes, please.","No, thank you.","Yes, I love apple.",Maybe later.
Where is the library?,It is next to the school.,Go straight and turn left.,I can show you.,It is near the park.,Across from the supermarket.
Luca lost a bag. What can you say?,Let us ask the teacher.,I can help you look.,Do not worry. We will find it.,Was it in the classroom?,Where did you last see it?
What do you think about this story?,It looks interesting.,I think it is nice.,I like it a lot.,I think it is useful.,"It is okay, but not my favorite."
What time do you usually wake up?,I wake up at eight on weekends.,Usually at half past six.,I get up early.,Around 7:00 in the morning.,I wake up at seven.
Tell me about yourself.,I live in Tokyo.,"I am Hana, and I like football.",My name is Hana. I am 9 years old.,I am a student. I like math.,Hi! I'm Ana. Nice to meet you.
