bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What day is it today?,Monday.,I think it is Monday.,It is Monday.,Today is Sunday.,Today is Monday.
How is the weather?,It is cold.,It is sunny.,It is rainy.,The weather is sunny.,Okay.
What do you like to eat?,"Pizza, please.",I like fruit.,I like banana.,I like cake.,I love banana!
Who do you live with?,With my mom and dad.,With my grandpa.,I live with my mom.,I live with my sister.,I live with my family.
What do you like to do?,I like cooking.,I like reading books.,I love football.,I like football.,I like to play.
Where do you want to go?,I want to go to the park.,I want to go home.,"To the park, please.",To the beach.,To the park.
"Can you help me, please?",No problem.,"Okay, I can help.","Yes, of course.","Yes, what do you need?",Sure!
Hello! How are you today?,"I am good, thank you.",I am fine.,I am a little tired.,I am okay.,I am happy today.
What is your name?,People call me Ana.,I am Ana.,My name is Mia.,I'm Ana. Nice to meet you.,My name is Ana.
How old are you?,6 years old.,I am 7 years old.,I turned 6 this year.,I am 6 years old.,I'm 6.
Where are you from?,I live in Tokyo.,I come from Tokyo.,I am from Hanoi.,From Tokyo.,I am from Tokyo.
Do you like school?,Yes!,School is fun.,"Yes, I do.",A little.,I love school!
What is your favorite subject?,I like math.,Math is my favorite.,Math.,I love PE.,My favorite subject is math.
Who is your teacher?,Mr. Ben.,Nico is my teacher.,My teacher is kind.,My teacher is Nico.,Miss Nico.
What do you need for school?,I need a book.,I need a book and a pencil.,I need my teacher.,"A book, please.",My bag and my book.
What day is it today?,I think it is Monday.,Monday.,Today is Monday.,It is Monday.,Today is Sunday.
How is the weather?,The weather is sunny.,It is sunny.,It is rainy.,It is cold.,Okay.
What do you like to eat?,I like fruit.,"Pizza, please.",I love banana!,I like cake.,I like banana.
Who do you live with?,I live with my sister.,I live with my mom.,With my mom and dad.,I live with my family.,With my grandpa.
What do you like to do?,I like to play.,I like reading books.,I love football.,I like cooking.,I like football.
Where do you want to go?,To the park.,"To the park, please.",I want to go home.,I want to go to the park.,To the beach.
"Can you help me, please?",No problem.,Sure!,"Yes, what do you need?","Okay, I can help.","Yes, of course."
Hello! How are you today?,I am happy today.,I am okay.,"I am good, thank you.",I am a little tired.,I am fine.
What is your name?,My name is Ken.,I'm Luca. Nice to meet you.,I am Luca.,People call me Luca.,My name is Luca.
How old are you?,I am 6 years old.,I turned 6 this year.,I'm 6.,6 years old.,I am 7 years old.
Where are you from?,I live in Tokyo.,I come from Tokyo.,From Tokyo.,I am from Hanoi.,I am from Tokyo.
Do you like school?,"Yes, I do.",A little.,School is fun.,Yes!,I love school!
What is your favorite subject?,My favorite subject is math.,I love PE.,I like math.,Math is my favorite.,Math.
Who is your teacher?,My teacher is kind.,Mr. Noor.,Ana is my teacher.,Miss Ana.,My teacher is Ana.
What do you need for school?,I need a book.,I need my teacher.,My bag and my book.,I need a book and a pencil.,"A book, please."
What day is it today?,Today is Monday.,It is Monday.,Monday.,Today is Sunday.,I think it is Monday.
How is the weather?,It is sunny.,It is rainy.,It is cold.,The weather is sunny.,Okay.
What do you like to eat?,I like fruit.,I love banana!,"Pizza, please.",I like banana.,I like cake.
Who do you live with?,I live with my family.,With my mom and dad.,I live with my mom.,I live with my sister.,With my grandpa.
What do you like to do?,I like football.,I like reading books.,I love football.,I like to play.,I like cooking.
Where do you want to go?,I want to go home.,I want to go to the park.,To the beach.,"To the park, please.",To the park.
"Can you help me, please?",No problem.,"Okay, I can help.",Sure!,"Yes, of course.","Yes, what do you need?"
Hello! How are you today?,I am okay.,"I am good, thank you.",I am fine.,I am happy today.,I am a little tired.
What is your name?,People call me Lila.,My name is Yuki.,I'm Lila. Nice to meet you.,My name is Lila.,I am Lila.
How old are you?,6 years old.,I am 7 years old.,I am 6 years old.,I'm 6.,I turned 6 this year.
Where are you from?,I am from Tokyo.,From Tokyo.,I come from Tokyo.,I live in Tokyo.,I am from Hanoi.
Do you like school?,"Yes, I do.",A little.,Yes!,I love school!,School is fun.
What is your favorite subject?,My favorite subject is math.,I love PE.,Math.,I like math.,Math is my favorite.
Who is your teacher?,Luca is my teacher.,Mr. Hana.,My teacher is Luca.,My teacher is kind.,Miss Luca.
What do you need for school?,"A book, please.",I need my teacher.,My bag and my book.,I need a book and a pencil.,I need a book.
What day is it today?,I think it is Monday.,Today is Sunday.,Monday.,It is Monday.,Today is Monday.
How is the weather?,It is sunny.,It is cold.,The weather is sunny.,It is rainy.,Okay.
What do you like to eat?,I like cake.,I like fruit.,"Pizza, please.",I love banana!,I like banana.
Who do you live with?,With my grandpa.,I live with my mom.,I live with my family.,I live with my sister.,With my mom and dad.
What do you like to do?,I like to play.,I like football.,I like reading books.,I love football.,I like cooking.
Where do you want to go?,"To the park, please.",To the park.,To the beach.,I want to go home.,I want to go to the park.
"Can you help me, please?","Yes, what do you need?","Yes, of course.",No problem.,Sure!,"Okay, I can help."
Hello! How are you today?,I am fine.,I am a little tired.,I am happy today.,"I am good, thank you.",I am okay.
What is your name?,People call me Nico.,I am Nico.,I'm Nico. Nice to meet you.,My name is Nico.,My name is Luca.
How old are you?,I turned 6 this year.,I'm 6.,6 years old.,I am 6 years old.,I am 7 years old.
Where are you from?,I am from Hanoi.,From Tokyo.,I am from Tokyo.,I come from Tokyo.,I live in Tokyo.
Do you like school?,"Yes, I do.",A little.,Yes!,I love school!,School is fun.
What is your favorite subject?,Math.,Math is my favorite.,I like math.,I love PE.,My favorite subject is math.
Who is your teacher?,My teacher is kind.,My teacher is Lila.,Miss Lila.,Mr. Sam.,Lila is my teacher.
What do you need for school?,"A book, please.",My bag and my book.,I need a book and a pencil.,I need my teacher.,I need a book.
What day is it today?,Today is Monday.,I think it is Monday.,Monday.,Today is Sunday.,It is Monday.
How is the weather?,It is cold.,It is sunny.,It is rainy.,The weather is sunny.,Okay.
What do you like to eat?,I like cake.,I like fruit.,I love banana!,"Pizza, please.",I like banana.
Who do you live with?,With my mom and dad.,I live with my family.,With my grandpa.,I live with my mom.,I live with my sister.
What do you like to do?,I like reading books.,I like to play.,I like cooking.,I love football.,I like football.
Where do you want to go?,To the park.,To the beach.,I want to go home.,I want to go to the park.,"To the park, please."
"Can you help me, please?","Yes, what do you need?","Yes, of course.",Sure!,"Okay, I can help.",No problem.
Hello! How are you today?,I am okay.,"I am good, thank you.",I am fine.,I am a little tired.,I am happy today.
What is your name?,I am Ana.,My name is Ana.,I'm Ana. Nice to meet you.,My name is Sara.,People call me Ana.
How old are you?,I am 6 years old.,I'm 6.,I turned 6 this year.,6 years old.,I am 7 years old.
Where are you from?,I live in Tokyo.,I come from Tokyo.,I am from Tokyo.,I am from Hanoi.,From Tokyo.
Do you like school?,School is fun.,"Yes, I do.",Yes!,A little.,I love school!
What is your favorite subject?,My favorite subject is math.,Math is my favorite.,I like math.,I love PE.,Math.
Who is your teacher?,My teacher is Nico.,My teacher is kind.,Mr. Maya.,Miss Nico.,Nico is my teacher.
What do you need for school?,"A book, please.",I need a book and a pencil.,I need my teacher.,I need a book.,My bag and my book.
What day is it today?,I think it is Monday.,Today is Monday.,Monday.,Today is Sunday.,It is Monday.
How is the weather?,It is sunny.,The weather is sunny.,It is rainy.,It is cold.,Okay.
What do you like to eat?,I like banana.,"Pizza, please.",I like fruit.,I like cake.,I love banana!
Who do you live with?,I live with my sister.,I live with my family.,With my mom and dad.,With my grandpa.,I live with my mom.
What do you like to do?,I like reading books.,I like to play.,I love football.,I like football.,I like cooking.
Where do you want to go?,I want to go to the park.,I want to go home.,To the beach.,To the park.,"To the park, please."
"Can you help me, please?","Okay, I can help.","Yes, what do you need?","Yes, of course.",Sure!,No problem.
Hello! How are you today?,I am fine.,"I am good, thank you.",I am happy today.,I am okay.,I am a little tired.
What is your name?,My name is Ana.,I am Luca.,I'm Luca. Nice to meet you.,People call me Luca.,My name is Luca.
How old are you?,I am 6 years old.,I am 7 years old.,6 years old.,I'm 6.,I turned 6 this year.
Where are you from?,From Tokyo.,I come from Tokyo.,I am from Hanoi.,I live in Tokyo.,I am from Tokyo.
Do you like school?,School is fun.,"Yes, I do.",A little.,Yes!,I love school!
What is your favorite subject?,I like math.,Math is my favorite.,Math.,I love PE.,My favorite subject is math.
Who is your teacher?,Mr. Nico.,My teacher is Ana.,Ana is my teacher.,Miss Ana.,My teacher is kind.
What do you need for school?,I need a book.,My bag and my book.,I need my teacher.,"A book, please.",I need a book and a pencil.
What day is it today?,It is Monday.,Monday.,Today is Sunday.,I think it is Monday.,Today is Monday.
How is the weather?,It is cold.,It is sunny.,It is rainy.,The weather is sunny.,Okay.
What do you like to eat?,I like banana.,I love banana!,I like fruit.,I like cake.,"Pizza, please."
Who do you live with?,With my mom and dad.,I live with my mom.,I live with my family.,I live with my sister.,With my grandpa.
What do you like to do?,I like reading books.,I love football.,I like cooking.,I like to play.,I like football.
Where do you want to go?,"To the park, please.",To the beach.,I want to go to the park.,I want to go home.,To the park.
"Can you help me, please?","Yes, what do you need?","Yes, of course.","Okay, I can help.",Sure!,No problem.
Hello! How are you today?,I am happy today.,"I am good, thank you.",I am a little tired.,I am fine.,I am okay.
What is your name?,My name is Rui.,My name is Lila.,I'm Lila. Nice to meet you.,People call me Lila.,I am Lila.
How old are you?,I am 6 years old.,I'm 6.,I am 7 years old.,I turned 6 this year.,6 years old.
Where are you from?,I live in Tokyo.,I am from Tokyo.,I come from Tokyo.,From Tokyo.,I am from Hanoi.
Do you like school?,A little.,School is fun.,Yes!,I love school!,"Yes, I do."
What is your favorite subject?,Math is my favorite.,I love PE.,I like math.,My favorite subject is math.,Math.
Who is your teacher?,My teacher is kind.,Mr. Mia.,Luca is my teacher.,My teacher is Luca.,Miss Luca.
What do you need for school?,I need a book.,I need my teacher.,I need a book and a pencil.,"A book, please.",My bag and my book.
What day is it today?,It is Monday.,Monday.,I think it is Monday.,Today is Monday.,Today is Sunday.
How is the weather?,The weather is sunny.,It is sunny.,It is cold.,It is rainy.,Okay.
What do you like to eat?,I love banana!,I like banana.,I like fruit.,"Pizza, please.",I like cake.
Who do you live with?,I live with my sister.,With my grandpa.,With my mom and dad.,I live with my mom.,I live with my family.
What do you like to do?,I like football.,I like to play.,I like reading books.,I love football.,I like cooking.
Where do you want to go?,To the park.,I want to go home.,I want to go to the park.,"To the park, please.",To the beach.
"Can you help me, please?",No problem.,"Okay, I can help.","Yes, what do you need?",Sure!,"Yes, of course."
Hello! How are you today?,I am okay.,"I am good, thank you.",I am happy today.,I am a little tired.,I am fine.
What is your name?,People call me Nico.,My name is Nico.,I am Nico.,I'm Nico. Nice to meet you.,My name is Hana.
How old are you?,I turned 6 this year.,I am 6 years old.,I'm 6.,6 years old.,I am 7 years old.
Where are you from?,I am from Hanoi.,From Tokyo.,I live in Tokyo.,I come from Tokyo.,I am from Tokyo.
Do you like school?,School is fun.,Yes!,"Yes, I do.",A little.,I love school!
What is your favorite subject?,I love PE.,Math.,I like math.,Math is my favorite.,My favorite subject is math.
Who is your teacher?,My teacher is Lila.,Mr. Lila.,Miss Lila.,My teacher is kind.,Lila is my teacher.
What do you need for school?,I need a book and a pencil.,"A book, please.",I need my teacher.,My bag and my book.,I need a book.
What day is it today?,It is Monday.,Today is Sunday.,Today is Monday.,I think it is Monday.,Monday.
How is the weather?,It is sunny.,It is cold.,The weather is sunny.,It is rainy.,Okay.
What do you like to eat?,"Pizza, please.",I like banana.,I like cake.,I love banana!,I like fruit.
